number_sta,lat,lon,date,dd,ff,precip,hu,t,heure,minute,seconde,heure_complete
7187001,44.61,4.24,2016-01-01 11:42:00,150.0,2.6,0.0,96.0,278.85,11,42,0,0 days 11:42:00
15122002,44.73,2.17,2016-01-01 11:42:00,120.0,2.9,0.0,79.0,282.75,11,42,0,0 days 11:42:00
19164001,45.7,2.06,2016-01-01 11:42:00,160.0,3.7,0.0,76.0,280.55,11,42,0,0 days 11:42:00
26321003,44.55,5.28,2016-01-01 11:42:00,0.0,0.0,0.0,73.0,284.45,11,42,0,0 days 11:42:00
34209002,43.32,3.35,2016-01-01 11:42:00,50.0,4.7,0.0,94.0,283.25,11,42,0,0 days 11:42:00
38191002,45.09,6.09,2016-01-01 11:42:00,180.0,0.8,0.0,74.0,276.35,11,42,0,0 days 11:42:00
38548001,45.08,5.56,2016-01-01 11:42:00,190.0,0.9,0.0,82.0,280.05,11,42,0,0 days 11:42:00
74042003,46.07,6.38,2016-01-01 11:42:00,260.0,2.0,0.0,94.0,280.25,11,42,0,0 days 11:42:00
83148002,43.39,6.53,2016-01-01 11:42:00,360.0,1.2,0.0,83.0,282.95,11,42,0,0 days 11:42:00
84025001,43.88,5.16,2016-01-01 11:42:00,60.0,2.3,0.0,75.0,285.15,11,42,0,0 days 11:42:00
7187001,44.61,4.24,2016-01-01 11:48:00,140.0,3.2,0.0,95.0,278.55,11,48,0,0 days 11:48:00
15122002,44.73,2.17,2016-01-01 11:48:00,110.0,2.8,0.0,80.0,282.85,11,48,0,0 days 11:48:00
19164001,45.7,2.06,2016-01-01 11:48:00,160.0,4.2,0.0,75.0,280.55,11,48,0,0 days 11:48:00
26321003,44.55,5.28,2016-01-01 11:48:00,0.0,0.0,0.0,72.0,284.75,11,48,0,0 days 11:48:00
34209002,43.32,3.35,2016-01-01 11:48:00,50.0,4.7,0.0,94.0,283.45,11,48,0,0 days 11:48:00
38191002,45.09,6.09,2016-01-01 11:48:00,190.0,0.8,0.0,75.0,276.25,11,48,0,0 days 11:48:00
38548001,45.08,5.56,2016-01-01 11:48:00,190.0,0.7,0.0,82.0,280.75,11,48,0,0 days 11:48:00
74042003,46.07,6.38,2016-01-01 11:48:00,250.0,1.8,0.0,93.0,280.25,11,48,0,0 days 11:48:00
83148002,43.39,6.53,2016-01-01 11:48:00,350.0,0.9,0.0,83.0,283.05,11,48,0,0 days 11:48:00
84025001,43.88,5.16,2016-01-01 11:48:00,70.0,2.1,0.0,74.0,285.25,11,48,0,0 days 11:48:00
7187001,44.61,4.24,2016-01-01 11:54:00,140.0,3.3,0.0,97.0,278.45,11,54,0,0 days 11:54:00
15122002,44.73,2.17,2016-01-01 11:54:00,110.0,2.7,0.0,80.0,282.85,11,54,0,0 days 11:54:00
19164001,45.7,2.06,2016-01-01 11:54:00,160.0,4.7,0.0,77.0,280.65,11,54,0,0 days 11:54:00
26321003,44.55,5.28,2016-01-01 11:54:00,0.0,0.0,0.0,71.0,284.85,11,54,0,0 days 11:54:00
34209002,43.32,3.35,2016-01-01 11:54:00,40.0,5.4,0.0,94.0,283.45,11,54,0,0 days 11:54:00
38191002,45.09,6.09,2016-01-01 11:54:00,90.0,0.6,0.0,72.0,276.55,11,54,0,0 days 11:54:00
38548001,45.08,5.56,2016-01-01 11:54:00,170.0,0.7,0.0,76.0,281.15,11,54,0,0 days 11:54:00
74042003,46.07,6.38,2016-01-01 11:54:00,240.0,1.9,0.0,92.0,280.35,11,54,0,0 days 11:54:00
83148002,43.39,6.53,2016-01-01 11:54:00,340.0,1.0,0.0,82.0,283.05,11,54,0,0 days 11:54:00
84025001,43.88,5.16,2016-01-01 11:54:00,70.0,1.9,0.0,74.0,285.15,11,54,0,0 days 11:54:00
7187001,44.61,4.24,2016-01-01 12:00:00,150.0,3.5,0.0,98.0,278.35,12,0,0,0 days 12:00:00
15122002,44.73,2.17,2016-01-01 12:00:00,100.0,2.7,0.0,80.0,282.85,12,0,0,0 days 12:00:00
19164001,45.7,2.06,2016-01-01 12:00:00,170.0,4.8,0.0,76.0,280.85,12,0,0,0 days 12:00:00
26321003,44.55,5.28,2016-01-01 12:00:00,200.0,1.2,0.0,61.0,285.25,12,0,0,0 days 12:00:00
34209002,43.32,3.35,2016-01-01 12:00:00,40.0,5.4,0.0,94.0,283.45,12,0,0,0 days 12:00:00
38191002,45.09,6.09,2016-01-01 12:00:00,70.0,0.5,0.0,69.0,277.75,12,0,0,0 days 12:00:00
38548001,45.08,5.56,2016-01-01 12:00:00,190.0,0.8,0.0,75.0,281.45,12,0,0,0 days 12:00:00
74042003,46.07,6.38,2016-01-01 12:00:00,230.0,1.9,0.0,91.0,280.35,12,0,0,0 days 12:00:00
83148002,43.39,6.53,2016-01-01 12:00:00,340.0,1.0,0.0,83.0,282.95,12,0,0,0 days 12:00:00
84025001,43.88,5.16,2016-01-01 12:00:00,70.0,2.0,0.0,73.0,285.05,12,0,0,0 days 12:00:00
7187001,44.61,4.24,2016-01-01 12:06:00,150.0,3.8,0.0,99.0,278.25,12,6,0,0 days 12:06:00
15122002,44.73,2.17,2016-01-01 12:06:00,120.0,2.9,0.0,79.0,282.95,12,6,0,0 days 12:06:00
19164001,45.7,2.06,2016-01-01 12:06:00,170.0,4.9,0.0,76.0,281.05,12,6,0,0 days 12:06:00
26321003,44.55,5.28,2016-01-01 12:06:00,200.0,1.6,0.0,66.0,285.35,12,6,0,0 days 12:06:00
34209002,43.32,3.35,2016-01-01 12:06:00,40.0,5.2,0.0,94.0,283.65,12,6,0,0 days 12:06:00
38191002,45.09,6.09,2016-01-01 12:06:00,160.0,0.7,0.0,66.0,278.55,12,6,0,0 days 12:06:00
38548001,45.08,5.56,2016-01-01 12:06:00,210.0,0.9,0.0,74.0,281.55,12,6,0,0 days 12:06:00
74042003,46.07,6.38,2016-01-01 12:06:00,230.0,1.9,0.0,91.0,280.35,12,6,0,0 days 12:06:00
83148002,43.39,6.53,2016-01-01 12:06:00,0.0,0.0,0.0,84.0,282.95,12,6,0,0 days 12:06:00
84025001,43.88,5.16,2016-01-01 12:06:00,70.0,2.7,0.0,73.0,284.95,12,6,0,0 days 12:06:00
7187001,44.61,4.24,2016-01-01 12:12:00,150.0,3.7,0.0,99.0,278.25,12,12,0,0 days 12:12:00
15122002,44.73,2.17,2016-01-01 12:12:00,120.0,2.8,0.0,79.0,283.05,12,12,0,0 days 12:12:00
19164001,45.7,2.06,2016-01-01 12:12:00,170.0,4.6,0.0,77.0,281.15,12,12,0,0 days 12:12:00
26321003,44.55,5.28,2016-01-01 12:12:00,190.0,1.2,0.0,59.0,285.45,12,12,0,0 days 12:12:00
34209002,43.32,3.35,2016-01-01 12:12:00,40.0,4.9,0.0,94.0,283.55,12,12,0,0 days 12:12:00
38191002,45.09,6.09,2016-01-01 12:12:00,210.0,1.3,0.0,67.0,278.15,12,12,0,0 days 12:12:00
38548001,45.08,5.56,2016-01-01 12:12:00,220.0,1.1,0.0,74.0,281.45,12,12,0,0 days 12:12:00
74042003,46.07,6.38,2016-01-01 12:12:00,230.0,2.2,0.0,91.0,280.35,12,12,0,0 days 12:12:00
83148002,43.39,6.53,2016-01-01 12:12:00,0.0,0.0,0.0,84.0,282.95,12,12,0,0 days 12:12:00
84025001,43.88,5.16,2016-01-01 12:12:00,60.0,2.7,0.0,73.0,285.05,12,12,0,0 days 12:12:00
7187001,44.61,4.24,2016-01-01 12:18:00,140.0,3.5,0.0,99.0,278.15,12,18,0,0 days 12:18:00
15122002,44.73,2.17,2016-01-01 12:18:00,120.0,2.1,0.0,80.0,283.05,12,18,0,0 days 12:18:00
19164001,45.7,2.06,2016-01-01 12:18:00,180.0,5.0,0.0,77.0,281.55,12,18,0,0 days 12:18:00
26321003,44.55,5.28,2016-01-01 12:18:00,170.0,1.4,0.0,63.0,285.35,12,18,0,0 days 12:18:00
34209002,43.32,3.35,2016-01-01 12:18:00,40.0,5.2,0.0,94.0,283.65,12,18,0,0 days 12:18:00
38191002,45.09,6.09,2016-01-01 12:18:00,260.0,1.0,0.0,67.0,278.05,12,18,0,0 days 12:18:00
38548001,45.08,5.56,2016-01-01 12:18:00,210.0,1.1,0.0,71.0,281.55,12,18,0,0 days 12:18:00
74042003,46.07,6.38,2016-01-01 12:18:00,230.0,2.2,0.0,91.0,280.45,12,18,0,0 days 12:18:00
83148002,43.39,6.53,2016-01-01 12:18:00,0.0,0.0,0.0,85.0,282.75,12,18,0,0 days 12:18:00
84025001,43.88,5.16,2016-01-01 12:18:00,80.0,2.4,0.0,73.0,285.05,12,18,0,0 days 12:18:00
7187001,44.61,4.24,2016-01-01 12:24:00,140.0,3.6,0.0,99.0,278.25,12,24,0,0 days 12:24:00
15122002,44.73,2.17,2016-01-01 12:24:00,120.0,1.6,0.0,80.0,283.05,12,24,0,0 days 12:24:00
19164001,45.7,2.06,2016-01-01 12:24:00,180.0,5.3,0.0,76.0,281.45,12,24,0,0 days 12:24:00
26321003,44.55,5.28,2016-01-01 12:24:00,180.0,1.2,0.0,59.0,285.25,12,24,0,0 days 12:24:00
34209002,43.32,3.35,2016-01-01 12:24:00,40.0,5.9,0.0,94.0,283.75,12,24,0,0 days 12:24:00
38191002,45.09,6.09,2016-01-01 12:24:00,270.0,1.0,0.0,68.0,277.55,12,24,0,0 days 12:24:00
38548001,45.08,5.56,2016-01-01 12:24:00,200.0,0.8,0.0,73.0,281.65,12,24,0,0 days 12:24:00
74042003,46.07,6.38,2016-01-01 12:24:00,230.0,2.2,0.0,90.0,280.35,12,24,0,0 days 12:24:00
83148002,43.39,6.53,2016-01-01 12:24:00,0.0,0.0,0.0,86.0,282.65,12,24,0,0 days 12:24:00
84025001,43.88,5.16,2016-01-01 12:24:00,90.0,1.9,0.0,73.0,285.15,12,24,0,0 days 12:24:00
7187001,44.61,4.24,2016-01-01 12:30:00,140.0,3.8,0.0,99.0,278.15,12,30,0,0 days 12:30:00
15122002,44.73,2.17,2016-01-01 12:30:00,130.0,1.5,0.0,80.0,283.05,12,30,0,0 days 12:30:00
19164001,45.7,2.06,2016-01-01 12:30:00,180.0,5.8,0.0,77.0,281.35,12,30,0,0 days 12:30:00
26321003,44.55,5.28,2016-01-01 12:30:00,190.0,1.2,0.0,61.0,285.25,12,30,0,0 days 12:30:00
34209002,43.32,3.35,2016-01-01 12:30:00,40.0,5.9,0.0,94.0,283.95,12,30,0,0 days 12:30:00
38191002,45.09,6.09,2016-01-01 12:30:00,240.0,1.8,0.0,67.0,277.35,12,30,0,0 days 12:30:00
38548001,45.08,5.56,2016-01-01 12:30:00,140.0,0.9,0.0,72.0,281.75,12,30,0,0 days 12:30:00
74042003,46.07,6.38,2016-01-01 12:30:00,230.0,2.1,0.0,91.0,280.45,12,30,0,0 days 12:30:00
83148002,43.39,6.53,2016-01-01 12:30:00,0.0,0.0,0.0,87.0,282.65,12,30,0,0 days 12:30:00
84025001,43.88,5.16,2016-01-01 12:30:00,80.0,1.6,0.0,73.0,285.25,12,30,0,0 days 12:30:00
7187001,44.61,4.24,2016-01-01 12:36:00,140.0,4.1,0.0,100.0,278.25,12,36,0,0 days 12:36:00
15122002,44.73,2.17,2016-01-01 12:36:00,140.0,1.6,0.0,80.0,283.15,12,36,0,0 days 12:36:00
19164001,45.7,2.06,2016-01-01 12:36:00,170.0,5.3,0.0,77.0,281.35,12,36,0,0 days 12:36:00
26321003,44.55,5.28,2016-01-01 12:36:00,210.0,1.5,0.0,62.0,285.15,12,36,0,0 days 12:36:00
34209002,43.32,3.35,2016-01-01 12:36:00,30.0,5.5,0.0,93.0,283.65,12,36,0,0 days 12:36:00
38191002,45.09,6.09,2016-01-01 12:36:00,240.0,1.6,0.0,68.0,277.45,12,36,0,0 days 12:36:00
38548001,45.08,5.56,2016-01-01 12:36:00,50.0,1.8,0.0,76.0,280.95,12,36,0,0 days 12:36:00
74042003,46.07,6.38,2016-01-01 12:36:00,230.0,1.7,0.0,90.0,280.45,12,36,0,0 days 12:36:00
83148002,43.39,6.53,2016-01-01 12:36:00,10.0,0.5,0.0,87.0,282.65,12,36,0,0 days 12:36:00
84025001,43.88,5.16,2016-01-01 12:36:00,80.0,2.2,0.0,71.0,285.05,12,36,0,0 days 12:36:00
7187001,44.61,4.24,2016-01-01 12:42:00,140.0,4.1,0.0,100.0,278.15,12,42,0,0 days 12:42:00
15122002,44.73,2.17,2016-01-01 12:42:00,130.0,1.6,0.0,80.0,283.25,12,42,0,0 days 12:42:00
19164001,45.7,2.06,2016-01-01 12:42:00,180.0,5.4,0.0,78.0,281.25,12,42,0,0 days 12:42:00
26321003,44.55,5.28,2016-01-01 12:42:00,210.0,1.7,0.0,66.0,285.15,12,42,0,0 days 12:42:00
34209002,43.32,3.35,2016-01-01 12:42:00,20.0,5.4,0.4,94.0,283.65,12,42,0,0 days 12:42:00
38191002,45.09,6.09,2016-01-01 12:42:00,230.0,1.4,0.0,68.0,277.35,12,42,0,0 days 12:42:00
38548001,45.08,5.56,2016-01-01 12:42:00,80.0,1.7,0.0,73.0,281.25,12,42,0,0 days 12:42:00
74042003,46.07,6.38,2016-01-01 12:42:00,240.0,1.4,0.0,89.0,280.55,12,42,0,0 days 12:42:00
83148002,43.39,6.53,2016-01-01 12:42:00,10.0,0.6,0.0,87.0,282.65,12,42,0,0 days 12:42:00
84025001,43.88,5.16,2016-01-01 12:42:00,80.0,2.9,0.0,72.0,284.95,12,42,0,0 days 12:42:00
7187001,44.61,4.24,2016-01-01 12:48:00,140.0,4.4,0.0,100.0,278.15,12,48,0,0 days 12:48:00
15122002,44.73,2.17,2016-01-01 12:48:00,130.0,2.1,0.0,79.0,283.25,12,48,0,0 days 12:48:00
19164001,45.7,2.06,2016-01-01 12:48:00,170.0,5.1,0.0,78.0,281.25,12,48,0,0 days 12:48:00
26321003,44.55,5.28,2016-01-01 12:48:00,210.0,1.2,0.0,63.0,285.05,12,48,0,0 days 12:48:00
34209002,43.32,3.35,2016-01-01 12:48:00,20.0,5.0,0.0,94.0,283.75,12,48,0,0 days 12:48:00
38191002,45.09,6.09,2016-01-01 12:48:00,230.0,1.4,0.0,70.0,277.45,12,48,0,0 days 12:48:00
38548001,45.08,5.56,2016-01-01 12:48:00,280.0,1.4,0.0,73.0,281.25,12,48,0,0 days 12:48:00
74042003,46.07,6.38,2016-01-01 12:48:00,230.0,1.4,0.0,89.0,280.55,12,48,0,0 days 12:48:00
83148002,43.39,6.53,2016-01-01 12:48:00,20.0,0.6,0.0,87.0,282.75,12,48,0,0 days 12:48:00
84025001,43.88,5.16,2016-01-01 12:48:00,80.0,2.3,0.0,74.0,284.95,12,48,0,0 days 12:48:00
7187001,44.61,4.24,2016-01-01 12:54:00,140.0,4.6,0.0,100.0,278.15,12,54,0,0 days 12:54:00
15122002,44.73,2.17,2016-01-01 12:54:00,140.0,2.4,0.0,81.0,283.35,12,54,0,0 days 12:54:00
19164001,45.7,2.06,2016-01-01 12:54:00,170.0,5.7,0.0,78.0,281.25,12,54,0,0 days 12:54:00
26321003,44.55,5.28,2016-01-01 12:54:00,200.0,1.4,0.0,63.0,284.95,12,54,0,0 days 12:54:00
34209002,43.32,3.35,2016-01-01 12:54:00,50.0,4.4,0.0,94.0,283.95,12,54,0,0 days 12:54:00
38191002,45.09,6.09,2016-01-01 12:54:00,220.0,1.8,0.0,70.0,277.45,12,54,0,0 days 12:54:00
38548001,45.08,5.56,2016-01-01 12:54:00,300.0,1.7,0.0,77.0,281.05,12,54,0,0 days 12:54:00
74042003,46.07,6.38,2016-01-01 12:54:00,240.0,1.5,0.0,90.0,280.65,12,54,0,0 days 12:54:00
83148002,43.39,6.53,2016-01-01 12:54:00,50.0,1.2,0.0,85.0,282.85,12,54,0,0 days 12:54:00
84025001,43.88,5.16,2016-01-01 12:54:00,70.0,2.3,0.0,72.0,284.95,12,54,0,0 days 12:54:00
7187001,44.61,4.24,2016-01-01 13:00:00,150.0,4.6,0.0,100.0,278.15,13,0,0,0 days 13:00:00
15122002,44.73,2.17,2016-01-01 13:00:00,140.0,2.3,0.0,80.0,283.35,13,0,0,0 days 13:00:00
19164001,45.7,2.06,2016-01-01 13:00:00,160.0,5.7,0.0,79.0,281.35,13,0,0,0 days 13:00:00
26321003,44.55,5.28,2016-01-01 13:00:00,200.0,1.0,0.0,63.0,284.95,13,0,0,0 days 13:00:00
34209002,43.32,3.35,2016-01-01 13:00:00,50.0,3.7,0.0,94.0,283.95,13,0,0,0 days 13:00:00
38191002,45.09,6.09,2016-01-01 13:00:00,230.0,1.8,0.0,70.0,277.15,13,0,0,0 days 13:00:00
38548001,45.08,5.56,2016-01-01 13:00:00,300.0,1.8,0.0,78.0,281.35,13,0,0,0 days 13:00:00
74042003,46.07,6.38,2016-01-01 13:00:00,240.0,1.7,0.0,88.0,280.65,13,0,0,0 days 13:00:00
83148002,43.39,6.53,2016-01-01 13:00:00,40.0,1.8,0.0,84.0,282.85,13,0,0,0 days 13:00:00
84025001,43.88,5.16,2016-01-01 13:00:00,70.0,2.9,0.0,72.0,284.95,13,0,0,0 days 13:00:00
7187001,44.61,4.24,2016-01-01 13:06:00,140.0,4.5,0.0,100.0,278.15,13,6,0,0 days 13:06:00
15122002,44.73,2.17,2016-01-01 13:06:00,140.0,2.9,0.0,81.0,283.45,13,6,0,0 days 13:06:00
19164001,45.7,2.06,2016-01-01 13:06:00,160.0,5.2,0.0,78.0,281.45,13,6,0,0 days 13:06:00
26321003,44.55,5.28,2016-01-01 13:06:00,200.0,1.2,0.0,64.0,284.85,13,6,0,0 days 13:06:00
34209002,43.32,3.35,2016-01-01 13:06:00,40.0,3.5,0.0,95.0,283.85,13,6,0,0 days 13:06:00
38191002,45.09,6.09,2016-01-01 13:06:00,230.0,1.4,0.0,72.0,277.35,13,6,0,0 days 13:06:00
38548001,45.08,5.56,2016-01-01 13:06:00,290.0,1.1,0.0,78.0,281.35,13,6,0,0 days 13:06:00
74042003,46.07,6.38,2016-01-01 13:06:00,230.0,1.6,0.0,88.0,280.65,13,6,0,0 days 13:06:00
83148002,43.39,6.53,2016-01-01 13:06:00,50.0,1.9,0.0,84.0,282.85,13,6,0,0 days 13:06:00
84025001,43.88,5.16,2016-01-01 13:06:00,70.0,2.6,0.0,72.0,284.85,13,6,0,0 days 13:06:00
7187001,44.61,4.24,2016-01-01 13:12:00,140.0,4.1,0.0,100.0,278.15,13,12,0,0 days 13:12:00
15122002,44.73,2.17,2016-01-01 13:12:00,140.0,2.9,0.0,81.0,283.55,13,12,0,0 days 13:12:00
19164001,45.7,2.06,2016-01-01 13:12:00,170.0,5.8,0.0,78.0,281.55,13,12,0,0 days 13:12:00
26321003,44.55,5.28,2016-01-01 13:12:00,200.0,1.5,0.0,64.0,284.85,13,12,0,0 days 13:12:00
34209002,43.32,3.35,2016-01-01 13:12:00,30.0,4.0,0.0,94.0,283.65,13,12,0,0 days 13:12:00
38191002,45.09,6.09,2016-01-01 13:12:00,210.0,1.2,0.0,69.0,277.65,13,12,0,0 days 13:12:00
38548001,45.08,5.56,2016-01-01 13:12:00,340.0,1.0,0.0,77.0,281.45,13,12,0,0 days 13:12:00
74042003,46.07,6.38,2016-01-01 13:12:00,230.0,1.5,0.0,89.0,280.75,13,12,0,0 days 13:12:00
83148002,43.39,6.53,2016-01-01 13:12:00,40.0,1.6,0.0,83.0,282.85,13,12,0,0 days 13:12:00
84025001,43.88,5.16,2016-01-01 13:12:00,70.0,2.0,0.0,73.0,284.85,13,12,0,0 days 13:12:00
7187001,44.61,4.24,2016-01-01 13:18:00,140.0,4.1,0.0,100.0,278.05,13,18,0,0 days 13:18:00
15122002,44.73,2.17,2016-01-01 13:18:00,140.0,2.5,0.0,81.0,283.75,13,18,0,0 days 13:18:00
19164001,45.7,2.06,2016-01-01 13:18:00,170.0,5.9,0.0,80.0,281.65,13,18,0,0 days 13:18:00
26321003,44.55,5.28,2016-01-01 13:18:00,210.0,1.3,0.0,65.0,284.85,13,18,0,0 days 13:18:00
34209002,43.32,3.35,2016-01-01 13:18:00,30.0,4.3,0.0,95.0,283.75,13,18,0,0 days 13:18:00
38191002,45.09,6.09,2016-01-01 13:18:00,230.0,1.2,0.0,69.0,277.15,13,18,0,0 days 13:18:00
38548001,45.08,5.56,2016-01-01 13:18:00,20.0,0.9,0.0,76.0,281.55,13,18,0,0 days 13:18:00
74042003,46.07,6.38,2016-01-01 13:18:00,230.0,1.7,0.0,88.0,280.75,13,18,0,0 days 13:18:00
83148002,43.39,6.53,2016-01-01 13:18:00,40.0,1.1,0.0,84.0,282.85,13,18,0,0 days 13:18:00
84025001,43.88,5.16,2016-01-01 13:18:00,70.0,1.9,0.0,73.0,284.85,13,18,0,0 days 13:18:00
7187001,44.61,4.24,2016-01-01 13:24:00,140.0,4.1,0.0,100.0,278.05,13,24,0,0 days 13:24:00
15122002,44.73,2.17,2016-01-01 13:24:00,140.0,2.7,0.0,79.0,283.95,13,24,0,0 days 13:24:00
19164001,45.7,2.06,2016-01-01 13:24:00,170.0,6.0,0.0,80.0,281.65,13,24,0,0 days 13:24:00
26321003,44.55,5.28,2016-01-01 13:24:00,210.0,1.1,0.0,66.0,284.85,13,24,0,0 days 13:24:00
34209002,43.32,3.35,2016-01-01 13:24:00,20.0,4.2,0.0,95.0,283.95,13,24,0,0 days 13:24:00
38191002,45.09,6.09,2016-01-01 13:24:00,240.0,1.2,0.0,69.0,277.45,13,24,0,0 days 13:24:00
38548001,45.08,5.56,2016-01-01 13:24:00,30.0,0.9,0.0,75.0,281.45,13,24,0,0 days 13:24:00
74042003,46.07,6.38,2016-01-01 13:24:00,220.0,1.7,0.0,88.0,280.75,13,24,0,0 days 13:24:00
83148002,43.39,6.53,2016-01-01 13:24:00,50.0,1.2,0.0,84.0,282.85,13,24,0,0 days 13:24:00
84025001,43.88,5.16,2016-01-01 13:24:00,80.0,1.6,0.0,74.0,284.95,13,24,0,0 days 13:24:00
7187001,44.61,4.24,2016-01-01 13:30:00,140.0,3.9,0.0,100.0,278.05,13,30,0,0 days 13:30:00
15122002,44.73,2.17,2016-01-01 13:30:00,140.0,3.4,0.0,80.0,283.95,13,30,0,0 days 13:30:00
19164001,45.7,2.06,2016-01-01 13:30:00,170.0,5.9,0.0,80.0,281.65,13,30,0,0 days 13:30:00
26321003,44.55,5.28,2016-01-01 13:30:00,200.0,1.2,0.0,64.0,284.75,13,30,0,0 days 13:30:00
34209002,43.32,3.35,2016-01-01 13:30:00,20.0,3.7,0.2,95.0,284.35,13,30,0,0 days 13:30:00
38191002,45.09,6.09,2016-01-01 13:30:00,200.0,1.2,0.0,68.0,277.65,13,30,0,0 days 13:30:00
38548001,45.08,5.56,2016-01-01 13:30:00,330.0,0.8,0.0,78.0,281.65,13,30,0,0 days 13:30:00
74042003,46.07,6.38,2016-01-01 13:30:00,230.0,1.5,0.0,88.0,280.75,13,30,0,0 days 13:30:00
83148002,43.39,6.53,2016-01-01 13:30:00,50.0,1.4,0.0,84.0,282.85,13,30,0,0 days 13:30:00
84025001,43.88,5.16,2016-01-01 13:30:00,90.0,1.5,0.0,73.0,284.95,13,30,0,0 days 13:30:00
7187001,44.61,4.24,2016-01-01 13:36:00,130.0,3.8,0.0,100.0,278.05,13,36,0,0 days 13:36:00
15122002,44.73,2.17,2016-01-01 13:36:00,140.0,4.5,0.0,79.0,283.95,13,36,0,0 days 13:36:00
19164001,45.7,2.06,2016-01-01 13:36:00,170.0,5.9,0.0,81.0,281.65,13,36,0,0 days 13:36:00
26321003,44.55,5.28,2016-01-01 13:36:00,190.0,0.9,0.0,65.0,284.75,13,36,0,0 days 13:36:00
34209002,43.32,3.35,2016-01-01 13:36:00,50.0,3.3,0.0,95.0,284.35,13,36,0,0 days 13:36:00
38191002,45.09,6.09,2016-01-01 13:36:00,190.0,0.8,0.0,67.0,277.95,13,36,0,0 days 13:36:00
38548001,45.08,5.56,2016-01-01 13:36:00,320.0,0.7,0.0,77.0,281.55,13,36,0,0 days 13:36:00
74042003,46.07,6.38,2016-01-01 13:36:00,230.0,1.9,0.0,89.0,280.75,13,36,0,0 days 13:36:00
83148002,43.39,6.53,2016-01-01 13:36:00,50.0,1.8,0.0,84.0,282.85,13,36,0,0 days 13:36:00
84025001,43.88,5.16,2016-01-01 13:36:00,90.0,1.5,0.0,73.0,284.95,13,36,0,0 days 13:36:00
7187001,44.61,4.24,2016-01-01 13:42:00,140.0,3.6,0.0,100.0,278.05,13,42,0,0 days 13:42:00
15122002,44.73,2.17,2016-01-01 13:42:00,140.0,5.1,0.0,78.0,283.95,13,42,0,0 days 13:42:00
19164001,45.7,2.06,2016-01-01 13:42:00,170.0,5.8,0.0,81.0,281.65,13,42,0,0 days 13:42:00
26321003,44.55,5.28,2016-01-01 13:42:00,200.0,1.0,0.0,63.0,284.75,13,42,0,0 days 13:42:00
34209002,43.32,3.35,2016-01-01 13:42:00,60.0,3.0,0.2,95.0,284.25,13,42,0,0 days 13:42:00
38191002,45.09,6.09,2016-01-01 13:42:00,230.0,0.9,0.0,68.0,277.65,13,42,0,0 days 13:42:00
38548001,45.08,5.56,2016-01-01 13:42:00,10.0,0.6,0.0,79.0,281.65,13,42,0,0 days 13:42:00
74042003,46.07,6.38,2016-01-01 13:42:00,230.0,2.5,0.0,89.0,280.65,13,42,0,0 days 13:42:00
83148002,43.39,6.53,2016-01-01 13:42:00,50.0,2.1,0.0,84.0,282.85,13,42,0,0 days 13:42:00
84025001,43.88,5.16,2016-01-01 13:42:00,80.0,1.5,0.0,73.0,284.95,13,42,0,0 days 13:42:00
7187001,44.61,4.24,2016-01-01 13:48:00,140.0,3.3,0.2,100.0,278.05,13,48,0,0 days 13:48:00
15122002,44.73,2.17,2016-01-01 13:48:00,150.0,5.1,0.0,77.0,283.95,13,48,0,0 days 13:48:00
19164001,45.7,2.06,2016-01-01 13:48:00,180.0,4.9,0.0,82.0,281.55,13,48,0,0 days 13:48:00
26321003,44.55,5.28,2016-01-01 13:48:00,200.0,1.2,0.0,64.0,284.65,13,48,0,0 days 13:48:00
34209002,43.32,3.35,2016-01-01 13:48:00,70.0,2.7,0.0,96.0,285.15,13,48,0,0 days 13:48:00
38191002,45.09,6.09,2016-01-01 13:48:00,280.0,1.0,0.0,67.0,277.15,13,48,0,0 days 13:48:00
38548001,45.08,5.56,2016-01-01 13:48:00,320.0,0.8,0.0,76.0,281.45,13,48,0,0 days 13:48:00
74042003,46.07,6.38,2016-01-01 13:48:00,230.0,2.5,0.0,89.0,280.65,13,48,0,0 days 13:48:00
83148002,43.39,6.53,2016-01-01 13:48:00,50.0,2.1,0.0,84.0,282.95,13,48,0,0 days 13:48:00
84025001,43.88,5.16,2016-01-01 13:48:00,80.0,1.6,0.0,73.0,284.95,13,48,0,0 days 13:48:00
7187001,44.61,4.24,2016-01-01 13:54:00,140.0,3.1,0.0,100.0,278.15,13,54,0,0 days 13:54:00
15122002,44.73,2.17,2016-01-01 13:54:00,150.0,4.6,0.0,78.0,283.95,13,54,0,0 days 13:54:00
19164001,45.7,2.06,2016-01-01 13:54:00,170.0,4.6,0.0,83.0,281.55,13,54,0,0 days 13:54:00
26321003,44.55,5.28,2016-01-01 13:54:00,200.0,1.1,0.0,65.0,284.65,13,54,0,0 days 13:54:00
34209002,43.32,3.35,2016-01-01 13:54:00,100.0,3.3,0.2,96.0,285.65,13,54,0,0 days 13:54:00
38191002,45.09,6.09,2016-01-01 13:54:00,270.0,1.0,0.0,54.0,277.05,13,54,0,0 days 13:54:00
38548001,45.08,5.56,2016-01-01 13:54:00,310.0,0.5,0.0,79.0,281.45,13,54,0,0 days 13:54:00
74042003,46.07,6.38,2016-01-01 13:54:00,230.0,2.6,0.0,89.0,280.65,13,54,0,0 days 13:54:00
