number_sta,lat,lon,date,dd,ff,precip,hu,t,heure,minute,seconde,heure_complete
38191002,45.09,6.09,2016-01-01 06:18:00,20.0,2.0,0.0,86.0,270.55,6,18,0,0 days 06:18:00
38548001,45.08,5.56,2016-01-01 06:18:00,330.0,1.1,0.0,99.0,276.55,6,18,0,0 days 06:18:00
74042003,46.07,6.38,2016-01-01 06:18:00,230.0,1.3,0.0,99.0,279.95,6,18,0,0 days 06:18:00
83148002,43.39,6.53,2016-01-01 06:18:00,50.0,2.5,0.0,85.0,281.15,6,18,0,0 days 06:18:00
84025001,43.88,5.16,2016-01-01 06:18:00,0.0,0.0,0.0,99.0,279.05,6,18,0,0 days 06:18:00
7187001,44.61,4.24,2016-01-01 06:24:00,330.0,3.6,0.0,98.0,277.35,6,24,0,0 days 06:24:00
15122002,44.73,2.17,2016-01-01 06:24:00,70.0,1.3,0.0,92.0,276.45,6,24,0,0 days 06:24:00
19164001,45.7,2.06,2016-01-01 06:24:00,110.0,4.1,0.0,100.0,274.55,6,24,0,0 days 06:24:00
26321003,44.55,5.28,2016-01-01 06:24:00,0.0,0.0,0.0,98.0,278.55,6,24,0,0 days 06:24:00
34209002,43.32,3.35,2016-01-01 06:24:00,40.0,3.7,0.0,97.0,283.45,6,24,0,0 days 06:24:00
38191002,45.09,6.09,2016-01-01 06:24:00,30.0,2.4,0.0,85.0,270.05,6,24,0,0 days 06:24:00
38548001,45.08,5.56,2016-01-01 06:24:00,310.0,0.4,0.0,99.0,276.55,6,24,0,0 days 06:24:00
74042003,46.07,6.38,2016-01-01 06:24:00,240.0,1.3,0.0,99.0,279.95,6,24,0,0 days 06:24:00
83148002,43.39,6.53,2016-01-01 06:24:00,50.0,2.0,0.0,85.0,281.25,6,24,0,0 days 06:24:00
84025001,43.88,5.16,2016-01-01 06:24:00,0.0,0.0,0.0,99.0,279.15,6,24,0,0 days 06:24:00
7187001,44.61,4.24,2016-01-01 06:30:00,340.0,3.4,0.0,96.0,277.55,6,30,0,0 days 06:30:00
15122002,44.73,2.17,2016-01-01 06:30:00,60.0,1.3,0.0,92.0,276.35,6,30,0,0 days 06:30:00
19164001,45.7,2.06,2016-01-01 06:30:00,110.0,3.9,0.0,100.0,274.55,6,30,0,0 days 06:30:00
26321003,44.55,5.28,2016-01-01 06:30:00,0.0,0.0,0.0,97.0,278.45,6,30,0,0 days 06:30:00
34209002,43.32,3.35,2016-01-01 06:30:00,40.0,4.3,0.0,97.0,283.45,6,30,0,0 days 06:30:00
38191002,45.09,6.09,2016-01-01 06:30:00,20.0,2.4,0.0,83.0,270.05,6,30,0,0 days 06:30:00
38548001,45.08,5.56,2016-01-01 06:30:00,190.0,0.6,0.0,99.0,276.55,6,30,0,0 days 06:30:00
74042003,46.07,6.38,2016-01-01 06:30:00,250.0,1.4,0.2,99.0,279.95,6,30,0,0 days 06:30:00
83148002,43.39,6.53,2016-01-01 06:30:00,40.0,0.7,0.0,85.0,281.05,6,30,0,0 days 06:30:00
84025001,43.88,5.16,2016-01-01 06:30:00,0.0,0.0,0.0,99.0,279.35,6,30,0,0 days 06:30:00
7187001,44.61,4.24,2016-01-01 06:36:00,330.0,3.5,0.0,95.0,277.55,6,36,0,0 days 06:36:00
15122002,44.73,2.17,2016-01-01 06:36:00,60.0,1.0,0.0,92.0,276.25,6,36,0,0 days 06:36:00
19164001,45.7,2.06,2016-01-01 06:36:00,120.0,3.2,0.0,100.0,274.25,6,36,0,0 days 06:36:00
26321003,44.55,5.28,2016-01-01 06:36:00,0.0,0.0,0.0,96.0,278.45,6,36,0,0 days 06:36:00
34209002,43.32,3.35,2016-01-01 06:36:00,40.0,4.5,0.0,97.0,283.45,6,36,0,0 days 06:36:00
38191002,45.09,6.09,2016-01-01 06:36:00,20.0,1.8,0.0,83.0,270.25,6,36,0,0 days 06:36:00
38548001,45.08,5.56,2016-01-01 06:36:00,190.0,0.8,0.0,99.0,276.55,6,36,0,0 days 06:36:00
74042003,46.07,6.38,2016-01-01 06:36:00,250.0,1.8,0.0,99.0,279.95,6,36,0,0 days 06:36:00
83148002,43.39,6.53,2016-01-01 06:36:00,0.0,0.0,0.0,87.0,280.65,6,36,0,0 days 06:36:00
84025001,43.88,5.16,2016-01-01 06:36:00,50.0,0.5,0.0,99.0,279.55,6,36,0,0 days 06:36:00
7187001,44.61,4.24,2016-01-01 06:42:00,330.0,3.7,0.0,95.0,277.55,6,42,0,0 days 06:42:00
15122002,44.73,2.17,2016-01-01 06:42:00,60.0,0.9,0.0,92.0,276.15,6,42,0,0 days 06:42:00
19164001,45.7,2.06,2016-01-01 06:42:00,110.0,3.0,0.0,100.0,274.35,6,42,0,0 days 06:42:00
26321003,44.55,5.28,2016-01-01 06:42:00,0.0,0.0,0.0,95.0,278.25,6,42,0,0 days 06:42:00
34209002,43.32,3.35,2016-01-01 06:42:00,40.0,4.5,0.0,97.0,283.35,6,42,0,0 days 06:42:00
38191002,45.09,6.09,2016-01-01 06:42:00,60.0,0.7,0.0,86.0,270.35,6,42,0,0 days 06:42:00
38548001,45.08,5.56,2016-01-01 06:42:00,240.0,0.6,0.0,99.0,276.55,6,42,0,0 days 06:42:00
74042003,46.07,6.38,2016-01-01 06:42:00,240.0,1.9,0.0,99.0,279.95,6,42,0,0 days 06:42:00
83148002,43.39,6.53,2016-01-01 06:42:00,360.0,0.8,0.0,88.0,280.55,6,42,0,0 days 06:42:00
84025001,43.88,5.16,2016-01-01 06:42:00,60.0,0.8,0.0,99.0,279.65,6,42,0,0 days 06:42:00
7187001,44.61,4.24,2016-01-01 06:48:00,340.0,4.0,0.0,92.0,277.95,6,48,0,0 days 06:48:00
15122002,44.73,2.17,2016-01-01 06:48:00,50.0,1.4,0.0,92.0,276.05,6,48,0,0 days 06:48:00
19164001,45.7,2.06,2016-01-01 06:48:00,100.0,3.3,0.0,100.0,274.45,6,48,0,0 days 06:48:00
26321003,44.55,5.28,2016-01-01 06:48:00,0.0,0.0,0.0,95.0,278.15,6,48,0,0 days 06:48:00
34209002,43.32,3.35,2016-01-01 06:48:00,40.0,4.7,0.0,96.0,283.35,6,48,0,0 days 06:48:00
38191002,45.09,6.09,2016-01-01 06:48:00,90.0,0.9,0.0,86.0,270.45,6,48,0,0 days 06:48:00
38548001,45.08,5.56,2016-01-01 06:48:00,220.0,0.4,0.0,99.0,276.55,6,48,0,0 days 06:48:00
74042003,46.07,6.38,2016-01-01 06:48:00,240.0,2.0,0.0,99.0,279.95,6,48,0,0 days 06:48:00
83148002,43.39,6.53,2016-01-01 06:48:00,10.0,1.2,0.0,88.0,280.45,6,48,0,0 days 06:48:00
84025001,43.88,5.16,2016-01-01 06:48:00,70.0,0.7,0.0,99.0,279.65,6,48,0,0 days 06:48:00
7187001,44.61,4.24,2016-01-01 06:54:00,340.0,3.6,0.0,92.0,277.75,6,54,0,0 days 06:54:00
15122002,44.73,2.17,2016-01-01 06:54:00,40.0,1.8,0.0,93.0,275.85,6,54,0,0 days 06:54:00
19164001,45.7,2.06,2016-01-01 06:54:00,100.0,3.5,0.0,100.0,274.45,6,54,0,0 days 06:54:00
26321003,44.55,5.28,2016-01-01 06:54:00,0.0,0.0,0.0,96.0,278.05,6,54,0,0 days 06:54:00
34209002,43.32,3.35,2016-01-01 06:54:00,40.0,4.5,0.0,96.0,283.35,6,54,0,0 days 06:54:00
38191002,45.09,6.09,2016-01-01 06:54:00,70.0,1.9,0.0,85.0,270.05,6,54,0,0 days 06:54:00
38548001,45.08,5.56,2016-01-01 06:54:00,90.0,0.5,0.0,99.0,276.65,6,54,0,0 days 06:54:00
74042003,46.07,6.38,2016-01-01 06:54:00,240.0,2.0,0.0,99.0,279.95,6,54,0,0 days 06:54:00
83148002,43.39,6.53,2016-01-01 06:54:00,20.0,1.4,0.0,89.0,280.75,6,54,0,0 days 06:54:00
84025001,43.88,5.16,2016-01-01 06:54:00,70.0,0.8,0.0,99.0,279.65,6,54,0,0 days 06:54:00
7187001,44.61,4.24,2016-01-01 07:00:00,350.0,3.4,0.0,92.0,277.75,7,0,0,0 days 07:00:00
15122002,44.73,2.17,2016-01-01 07:00:00,30.0,1.7,0.0,94.0,276.15,7,0,0,0 days 07:00:00
19164001,45.7,2.06,2016-01-01 07:00:00,100.0,3.6,0.0,100.0,274.45,7,0,0,0 days 07:00:00
26321003,44.55,5.28,2016-01-01 07:00:00,0.0,0.0,0.0,97.0,278.05,7,0,0,0 days 07:00:00
34209002,43.32,3.35,2016-01-01 07:00:00,40.0,4.6,0.0,96.0,283.35,7,0,0,0 days 07:00:00
38191002,45.09,6.09,2016-01-01 07:00:00,90.0,1.6,0.0,88.0,269.85,7,0,0,0 days 07:00:00
38548001,45.08,5.56,2016-01-01 07:00:00,100.0,0.7,0.0,99.0,276.65,7,0,0,0 days 07:00:00
74042003,46.07,6.38,2016-01-01 07:00:00,230.0,1.5,0.0,99.0,279.95,7,0,0,0 days 07:00:00
83148002,43.39,6.53,2016-01-01 07:00:00,40.0,1.7,0.0,88.0,280.75,7,0,0,0 days 07:00:00
84025001,43.88,5.16,2016-01-01 07:00:00,60.0,1.1,0.0,99.0,279.75,7,0,0,0 days 07:00:00
7187001,44.61,4.24,2016-01-01 07:06:00,350.0,3.8,0.0,91.0,277.75,7,6,0,0 days 07:06:00
15122002,44.73,2.17,2016-01-01 07:06:00,40.0,1.7,0.0,93.0,276.55,7,6,0,0 days 07:06:00
19164001,45.7,2.06,2016-01-01 07:06:00,100.0,3.9,0.0,100.0,274.55,7,6,0,0 days 07:06:00
26321003,44.55,5.28,2016-01-01 07:06:00,220.0,0.5,0.0,96.0,278.05,7,6,0,0 days 07:06:00
34209002,43.32,3.35,2016-01-01 07:06:00,50.0,4.8,0.0,95.0,283.35,7,6,0,0 days 07:06:00
38191002,45.09,6.09,2016-01-01 07:06:00,90.0,1.1,0.0,90.0,269.95,7,6,0,0 days 07:06:00
38548001,45.08,5.56,2016-01-01 07:06:00,140.0,0.8,0.0,99.0,276.65,7,6,0,0 days 07:06:00
74042003,46.07,6.38,2016-01-01 07:06:00,240.0,1.4,0.0,99.0,279.95,7,6,0,0 days 07:06:00
83148002,43.39,6.53,2016-01-01 07:06:00,40.0,2.1,0.0,86.0,280.95,7,6,0,0 days 07:06:00
84025001,43.88,5.16,2016-01-01 07:06:00,40.0,0.9,0.0,99.0,279.85,7,6,0,0 days 07:06:00
7187001,44.61,4.24,2016-01-01 07:12:00,360.0,3.7,0.0,90.0,277.95,7,12,0,0 days 07:12:00
15122002,44.73,2.17,2016-01-01 07:12:00,40.0,2.2,0.0,92.0,276.75,7,12,0,0 days 07:12:00
19164001,45.7,2.06,2016-01-01 07:12:00,110.0,4.5,0.0,100.0,274.65,7,12,0,0 days 07:12:00
26321003,44.55,5.28,2016-01-01 07:12:00,220.0,0.5,0.0,96.0,277.95,7,12,0,0 days 07:12:00
34209002,43.32,3.35,2016-01-01 07:12:00,50.0,4.7,0.0,95.0,283.25,7,12,0,0 days 07:12:00
38191002,45.09,6.09,2016-01-01 07:12:00,50.0,1.1,0.0,90.0,270.25,7,12,0,0 days 07:12:00
38548001,45.08,5.56,2016-01-01 07:12:00,150.0,0.5,0.0,99.0,276.65,7,12,0,0 days 07:12:00
74042003,46.07,6.38,2016-01-01 07:12:00,230.0,1.5,0.0,99.0,279.95,7,12,0,0 days 07:12:00
83148002,43.39,6.53,2016-01-01 07:12:00,30.0,2.3,0.0,85.0,281.05,7,12,0,0 days 07:12:00
84025001,43.88,5.16,2016-01-01 07:12:00,40.0,0.6,0.0,99.0,279.85,7,12,0,0 days 07:12:00
7187001,44.61,4.24,2016-01-01 07:18:00,360.0,3.6,0.0,89.0,278.05,7,18,0,0 days 07:18:00
15122002,44.73,2.17,2016-01-01 07:18:00,40.0,2.2,0.0,90.0,276.95,7,18,0,0 days 07:18:00
19164001,45.7,2.06,2016-01-01 07:18:00,110.0,5.1,0.0,100.0,274.65,7,18,0,0 days 07:18:00
26321003,44.55,5.28,2016-01-01 07:18:00,0.0,0.0,0.0,98.0,278.05,7,18,0,0 days 07:18:00
34209002,43.32,3.35,2016-01-01 07:18:00,40.0,4.9,0.0,95.0,283.25,7,18,0,0 days 07:18:00
38191002,45.09,6.09,2016-01-01 07:18:00,30.0,1.8,0.0,84.0,270.15,7,18,0,0 days 07:18:00
38548001,45.08,5.56,2016-01-01 07:18:00,10.0,0.4,0.0,99.0,276.65,7,18,0,0 days 07:18:00
74042003,46.07,6.38,2016-01-01 07:18:00,230.0,1.6,0.0,99.0,279.95,7,18,0,0 days 07:18:00
83148002,43.39,6.53,2016-01-01 07:18:00,30.0,2.4,0.0,85.0,281.15,7,18,0,0 days 07:18:00
84025001,43.88,5.16,2016-01-01 07:18:00,40.0,0.9,0.0,99.0,279.95,7,18,0,0 days 07:18:00
7187001,44.61,4.24,2016-01-01 07:24:00,350.0,3.1,0.0,88.0,278.05,7,24,0,0 days 07:24:00
15122002,44.73,2.17,2016-01-01 07:24:00,30.0,1.9,0.0,90.0,276.75,7,24,0,0 days 07:24:00
19164001,45.7,2.06,2016-01-01 07:24:00,110.0,5.0,0.0,100.0,274.65,7,24,0,0 days 07:24:00
26321003,44.55,5.28,2016-01-01 07:24:00,190.0,0.5,0.0,98.0,278.05,7,24,0,0 days 07:24:00
34209002,43.32,3.35,2016-01-01 07:24:00,50.0,4.8,0.0,95.0,283.25,7,24,0,0 days 07:24:00
38191002,45.09,6.09,2016-01-01 07:24:00,30.0,1.9,0.0,86.0,270.05,7,24,0,0 days 07:24:00
38548001,45.08,5.56,2016-01-01 07:24:00,20.0,0.5,0.0,99.0,276.65,7,24,0,0 days 07:24:00
74042003,46.07,6.38,2016-01-01 07:24:00,240.0,1.9,0.0,99.0,279.95,7,24,0,0 days 07:24:00
83148002,43.39,6.53,2016-01-01 07:24:00,30.0,2.6,0.0,85.0,281.15,7,24,0,0 days 07:24:00
84025001,43.88,5.16,2016-01-01 07:24:00,30.0,1.4,0.0,99.0,279.95,7,24,0,0 days 07:24:00
7187001,44.61,4.24,2016-01-01 07:30:00,350.0,2.4,0.0,89.0,277.95,7,30,0,0 days 07:30:00
15122002,44.73,2.17,2016-01-01 07:30:00,20.0,2.0,0.0,89.0,276.75,7,30,0,0 days 07:30:00
19164001,45.7,2.06,2016-01-01 07:30:00,120.0,5.1,0.0,100.0,274.65,7,30,0,0 days 07:30:00
26321003,44.55,5.28,2016-01-01 07:30:00,0.0,0.0,0.0,97.0,277.95,7,30,0,0 days 07:30:00
34209002,43.32,3.35,2016-01-01 07:30:00,50.0,4.9,0.0,95.0,283.25,7,30,0,0 days 07:30:00
38191002,45.09,6.09,2016-01-01 07:30:00,30.0,0.8,0.0,88.0,270.45,7,30,0,0 days 07:30:00
38548001,45.08,5.56,2016-01-01 07:30:00,100.0,0.6,0.0,98.0,276.35,7,30,0,0 days 07:30:00
74042003,46.07,6.38,2016-01-01 07:30:00,240.0,1.9,0.0,99.0,279.95,7,30,0,0 days 07:30:00
83148002,43.39,6.53,2016-01-01 07:30:00,30.0,2.3,0.0,85.0,281.15,7,30,0,0 days 07:30:00
84025001,43.88,5.16,2016-01-01 07:30:00,30.0,1.3,0.0,100.0,280.05,7,30,0,0 days 07:30:00
7187001,44.61,4.24,2016-01-01 07:36:00,330.0,1.8,0.0,89.0,278.05,7,36,0,0 days 07:36:00
15122002,44.73,2.17,2016-01-01 07:36:00,10.0,1.9,0.0,90.0,276.65,7,36,0,0 days 07:36:00
19164001,45.7,2.06,2016-01-01 07:36:00,120.0,4.9,0.0,100.0,274.65,7,36,0,0 days 07:36:00
26321003,44.55,5.28,2016-01-01 07:36:00,0.0,0.0,0.0,98.0,277.85,7,36,0,0 days 07:36:00
34209002,43.32,3.35,2016-01-01 07:36:00,40.0,5.1,0.0,95.0,283.25,7,36,0,0 days 07:36:00
38191002,45.09,6.09,2016-01-01 07:36:00,360.0,0.6,0.0,90.0,270.55,7,36,0,0 days 07:36:00
38548001,45.08,5.56,2016-01-01 07:36:00,150.0,1.4,0.0,98.0,276.05,7,36,0,0 days 07:36:00
74042003,46.07,6.38,2016-01-01 07:36:00,250.0,1.5,0.0,99.0,279.95,7,36,0,0 days 07:36:00
83148002,43.39,6.53,2016-01-01 07:36:00,20.0,1.6,0.0,86.0,281.15,7,36,0,0 days 07:36:00
84025001,43.88,5.16,2016-01-01 07:36:00,30.0,1.3,0.0,99.0,280.05,7,36,0,0 days 07:36:00
7187001,44.61,4.24,2016-01-01 07:42:00,310.0,1.6,0.0,87.0,278.15,7,42,0,0 days 07:42:00
15122002,44.73,2.17,2016-01-01 07:42:00,10.0,2.0,0.0,90.0,276.75,7,42,0,0 days 07:42:00
19164001,45.7,2.06,2016-01-01 07:42:00,110.0,4.4,0.0,100.0,274.65,7,42,0,0 days 07:42:00
26321003,44.55,5.28,2016-01-01 07:42:00,0.0,0.0,0.0,97.0,277.85,7,42,0,0 days 07:42:00
34209002,43.32,3.35,2016-01-01 07:42:00,40.0,5.1,0.0,95.0,283.25,7,42,0,0 days 07:42:00
38191002,45.09,6.09,2016-01-01 07:42:00,10.0,1.0,0.0,87.0,270.45,7,42,0,0 days 07:42:00
38548001,45.08,5.56,2016-01-01 07:42:00,140.0,2.2,0.0,98.0,275.85,7,42,0,0 days 07:42:00
74042003,46.07,6.38,2016-01-01 07:42:00,260.0,1.1,0.0,99.0,279.95,7,42,0,0 days 07:42:00
83148002,43.39,6.53,2016-01-01 07:42:00,20.0,0.9,0.0,86.0,281.15,7,42,0,0 days 07:42:00
84025001,43.88,5.16,2016-01-01 07:42:00,50.0,1.2,0.0,99.0,280.15,7,42,0,0 days 07:42:00
7187001,44.61,4.24,2016-01-01 07:48:00,310.0,1.8,0.0,87.0,278.15,7,48,0,0 days 07:48:00
15122002,44.73,2.17,2016-01-01 07:48:00,10.0,2.0,0.0,89.0,277.05,7,48,0,0 days 07:48:00
19164001,45.7,2.06,2016-01-01 07:48:00,120.0,4.0,0.0,100.0,274.65,7,48,0,0 days 07:48:00
26321003,44.55,5.28,2016-01-01 07:48:00,0.0,0.0,0.0,97.0,277.95,7,48,0,0 days 07:48:00
34209002,43.32,3.35,2016-01-01 07:48:00,40.0,5.2,0.0,95.0,283.25,7,48,0,0 days 07:48:00
38191002,45.09,6.09,2016-01-01 07:48:00,20.0,0.8,0.0,86.0,270.45,7,48,0,0 days 07:48:00
38548001,45.08,5.56,2016-01-01 07:48:00,140.0,2.2,0.0,99.0,276.15,7,48,0,0 days 07:48:00
74042003,46.07,6.38,2016-01-01 07:48:00,260.0,1.1,0.0,99.0,279.95,7,48,0,0 days 07:48:00
83148002,43.39,6.53,2016-01-01 07:48:00,20.0,0.8,0.0,87.0,281.05,7,48,0,0 days 07:48:00
84025001,43.88,5.16,2016-01-01 07:48:00,60.0,1.1,0.0,100.0,280.25,7,48,0,0 days 07:48:00
7187001,44.61,4.24,2016-01-01 07:54:00,320.0,1.9,0.0,86.0,278.35,7,54,0,0 days 07:54:00
15122002,44.73,2.17,2016-01-01 07:54:00,30.0,1.4,0.0,88.0,277.35,7,54,0,0 days 07:54:00
19164001,45.7,2.06,2016-01-01 07:54:00,120.0,3.9,0.0,100.0,274.75,7,54,0,0 days 07:54:00
26321003,44.55,5.28,2016-01-01 07:54:00,0.0,0.0,0.0,97.0,277.95,7,54,0,0 days 07:54:00
34209002,43.32,3.35,2016-01-01 07:54:00,50.0,5.1,0.0,95.0,283.25,7,54,0,0 days 07:54:00
38191002,45.09,6.09,2016-01-01 07:54:00,40.0,1.3,0.0,85.0,270.25,7,54,0,0 days 07:54:00
38548001,45.08,5.56,2016-01-01 07:54:00,150.0,1.5,0.0,99.0,276.15,7,54,0,0 days 07:54:00
74042003,46.07,6.38,2016-01-01 07:54:00,250.0,1.0,0.0,99.0,279.95,7,54,0,0 days 07:54:00
83148002,43.39,6.53,2016-01-01 07:54:00,10.0,0.6,0.0,88.0,280.75,7,54,0,0 days 07:54:00
84025001,43.88,5.16,2016-01-01 07:54:00,60.0,1.1,0.0,100.0,280.35,7,54,0,0 days 07:54:00
7187001,44.61,4.24,2016-01-01 08:00:00,320.0,2.1,0.0,86.0,278.45,8,0,0,0 days 08:00:00
15122002,44.73,2.17,2016-01-01 08:00:00,50.0,1.3,0.0,87.0,277.45,8,0,0,0 days 08:00:00
19164001,45.7,2.06,2016-01-01 08:00:00,120.0,4.2,0.0,100.0,274.85,8,0,0,0 days 08:00:00
26321003,44.55,5.28,2016-01-01 08:00:00,0.0,0.0,0.0,97.0,277.95,8,0,0,0 days 08:00:00
34209002,43.32,3.35,2016-01-01 08:00:00,50.0,5.3,0.0,95.0,283.25,8,0,0,0 days 08:00:00
38191002,45.09,6.09,2016-01-01 08:00:00,50.0,1.4,0.0,87.0,270.15,8,0,0,0 days 08:00:00
38548001,45.08,5.56,2016-01-01 08:00:00,160.0,1.2,0.0,99.0,276.25,8,0,0,0 days 08:00:00
74042003,46.07,6.38,2016-01-01 08:00:00,250.0,0.7,0.0,99.0,279.95,8,0,0,0 days 08:00:00
83148002,43.39,6.53,2016-01-01 08:00:00,0.0,0.0,0.0,90.0,280.35,8,0,0,0 days 08:00:00
84025001,43.88,5.16,2016-01-01 08:00:00,70.0,0.8,0.0,100.0,280.45,8,0,0,0 days 08:00:00
7187001,44.61,4.24,2016-01-01 08:06:00,310.0,2.1,0.0,85.0,278.55,8,6,0,0 days 08:06:00
15122002,44.73,2.17,2016-01-01 08:06:00,50.0,1.4,0.0,87.0,277.55,8,6,0,0 days 08:06:00
19164001,45.7,2.06,2016-01-01 08:06:00,120.0,4.3,0.0,100.0,275.05,8,6,0,0 days 08:06:00
26321003,44.55,5.28,2016-01-01 08:06:00,0.0,0.0,0.0,98.0,277.95,8,6,0,0 days 08:06:00
34209002,43.32,3.35,2016-01-01 08:06:00,50.0,5.6,0.0,95.0,283.15,8,6,0,0 days 08:06:00
38191002,45.09,6.09,2016-01-01 08:06:00,40.0,1.3,0.0,89.0,270.75,8,6,0,0 days 08:06:00
38548001,45.08,5.56,2016-01-01 08:06:00,150.0,1.3,0.0,99.0,276.25,8,6,0,0 days 08:06:00
74042003,46.07,6.38,2016-01-01 08:06:00,260.0,1.0,0.0,99.0,279.95,8,6,0,0 days 08:06:00
83148002,43.39,6.53,2016-01-01 08:06:00,0.0,0.0,0.0,92.0,279.85,8,6,0,0 days 08:06:00
84025001,43.88,5.16,2016-01-01 08:06:00,90.0,0.8,0.0,100.0,280.65,8,6,0,0 days 08:06:00
7187001,44.61,4.24,2016-01-01 08:12:00,310.0,1.8,0.0,84.0,278.75,8,12,0,0 days 08:12:00
15122002,44.73,2.17,2016-01-01 08:12:00,50.0,1.4,0.0,87.0,277.75,8,12,0,0 days 08:12:00
19164001,45.7,2.06,2016-01-01 08:12:00,120.0,4.4,0.0,100.0,275.25,8,12,0,0 days 08:12:00
26321003,44.55,5.28,2016-01-01 08:12:00,200.0,0.6,0.0,97.0,277.95,8,12,0,0 days 08:12:00
34209002,43.32,3.35,2016-01-01 08:12:00,50.0,5.4,0.0,95.0,283.25,8,12,0,0 days 08:12:00
38191002,45.09,6.09,2016-01-01 08:12:00,50.0,1.1,0.0,87.0,271.45,8,12,0,0 days 08:12:00
38548001,45.08,5.56,2016-01-01 08:12:00,140.0,1.3,0.0,99.0,276.15,8,12,0,0 days 08:12:00
74042003,46.07,6.38,2016-01-01 08:12:00,260.0,1.2,0.0,99.0,279.95,8,12,0,0 days 08:12:00
83148002,43.39,6.53,2016-01-01 08:12:00,0.0,0.0,0.0,93.0,279.75,8,12,0,0 days 08:12:00
84025001,43.88,5.16,2016-01-01 08:12:00,120.0,0.8,0.0,99.0,280.75,8,12,0,0 days 08:12:00
7187001,44.61,4.24,2016-01-01 08:18:00,310.0,1.5,0.0,82.0,278.95,8,18,0,0 days 08:18:00
15122002,44.73,2.17,2016-01-01 08:18:00,50.0,1.2,0.0,86.0,278.05,8,18,0,0 days 08:18:00
19164001,45.7,2.06,2016-01-01 08:18:00,120.0,4.8,0.0,100.0,275.75,8,18,0,0 days 08:18:00
26321003,44.55,5.28,2016-01-01 08:18:00,190.0,0.5,0.0,98.0,277.95,8,18,0,0 days 08:18:00
34209002,43.32,3.35,2016-01-01 08:18:00,50.0,5.3,0.0,95.0,283.15,8,18,0,0 days 08:18:00
38191002,45.09,6.09,2016-01-01 08:18:00,60.0,1.3,0.0,86.0,271.75,8,18,0,0 days 08:18:00
38548001,45.08,5.56,2016-01-01 08:18:00,100.0,1.1,0.0,99.0,276.15,8,18,0,0 days 08:18:00
74042003,46.07,6.38,2016-01-01 08:18:00,270.0,0.9,0.0,99.0,279.95,8,18,0,0 days 08:18:00
83148002,43.39,6.53,2016-01-01 08:18:00,0.0,0.0,0.0,94.0,279.75,8,18,0,0 days 08:18:00
84025001,43.88,5.16,2016-01-01 08:18:00,110.0,0.6,0.0,100.0,280.85,8,18,0,0 days 08:18:00
7187001,44.61,4.24,2016-01-01 08:24:00,310.0,1.7,0.0,81.0,278.85,8,24,0,0 days 08:24:00
15122002,44.73,2.17,2016-01-01 08:24:00,50.0,1.1,0.0,86.0,278.15,8,24,0,0 days 08:24:00
19164001,45.7,2.06,2016-01-01 08:24:00,130.0,5.3,0.0,100.0,276.05,8,24,0,0 days 08:24:00
26321003,44.55,5.28,2016-01-01 08:24:00,190.0,0.5,0.0,98.0,278.05,8,24,0,0 days 08:24:00
34209002,43.32,3.35,2016-01-01 08:24:00,50.0,5.4,0.0,95.0,283.15,8,24,0,0 days 08:24:00
38191002,45.09,6.09,2016-01-01 08:24:00,50.0,1.2,0.0,87.0,272.15,8,24,0,0 days 08:24:00
38548001,45.08,5.56,2016-01-01 08:24:00,120.0,0.7,0.0,99.0,276.15,8,24,0,0 days 08:24:00
74042003,46.07,6.38,2016-01-01 08:24:00,260.0,0.6,0.0,99.0,279.95,8,24,0,0 days 08:24:00
83148002,43.39,6.53,2016-01-01 08:24:00,0.0,0.0,0.0,94.0,279.75,8,24,0,0 days 08:24:00
84025001,43.88,5.16,2016-01-01 08:24:00,70.0,0.7,0.0,99.0,280.95,8,24,0,0 days 08:24:00
7187001,44.61,4.24,2016-01-01 08:30:00,330.0,1.7,0.0,81.0,278.95,8,30,0,0 days 08:30:00
15122002,44.73,2.17,2016-01-01 08:30:00,60.0,1.5,0.0,86.0,278.55,8,30,0,0 days 08:30:00
19164001,45.7,2.06,2016-01-01 08:30:00,130.0,5.3,0.0,98.0,276.25,8,30,0,0 days 08:30:00
26321003,44.55,5.28,2016-01-01 08:30:00,0.0,0.0,0.0,99.0,278.05,8,30,0,0 days 08:30:00
34209002,43.32,3.35,2016-01-01 08:30:00,50.0,5.2,0.2,95.0,283.25,8,30,0,0 days 08:30:00
38191002,45.09,6.09,2016-01-01 08:30:00,60.0,0.8,0.0,84.0,272.65,8,30,0,0 days 08:30:00
38548001,45.08,5.56,2016-01-01 08:30:00,160.0,0.8,0.0,99.0,276.25,8,30,0,0 days 08:30:00
74042003,46.07,6.38,2016-01-01 08:30:00,0.0,0.0,0.0,99.0,279.95,8,30,0,0 days 08:30:00
83148002,43.39,6.53,2016-01-01 08:30:00,0.0,0.0,0.0,95.0,279.85,8,30,0,0 days 08:30:00
84025001,43.88,5.16,2016-01-01 08:30:00,50.0,1.0,0.0,99.0,280.85,8,30,0,0 days 08:30:00
7187001,44.61,4.24,2016-01-01 08:36:00,330.0,1.7,0.0,81.0,278.95,8,36,0,0 days 08:36:00
15122002,44.73,2.17,2016-01-01 08:36:00,70.0,1.6,0.0,83.0,279.25,8,36,0,0 days 08:36:00
19164001,45.7,2.06,2016-01-01 08:36:00,130.0,5.5,0.0,96.0,276.45,8,36,0,0 days 08:36:00
